"","Rank","Study.Results","Gender","Phases","Funded.Bys","Start.Date","Primary.Completion.Date","Completion.Date","Results.First.Posted","DaysInterval","Country","Multicentric"
"5685",5937,"No Results Available","Female","Phase 2","Industry","December 2013",2016-10-01,2016-10-01,NA,NA,"Multicentric","1"
"5686",5938,"No Results Available","Female","Phase 2","Industry","May 2011",2015-09-01,2016-01-01,NA,NA," Argentina","0"
"5687",5939,"Has Results","All","Phase 2","NIH","July 2012",2014-09-01,2015-02-01,2015-07-02,304,"Multicentric","1"
"5688",5940,"Has Results","All","Phase 4","Other","May 2012",2014-10-01,2014-12-01,2015-07-21,293," United States","0"
"5689",5941,"No Results Available","Female","Phase 1","Industry","November 2011",2012-10-01,2013-01-01,NA,NA,"Multicentric","1"
"5690",5942,"No Results Available","All","Phase 2","Industry","July 1, 2011",2017-06-14,2017-06-14,NA,NA,"Multicentric","1"
"5691",5943,"No Results Available","All","Phase 2","Other","November 2011",2013-02-01,2013-05-01,NA,NA," Netherlands","0"
"5692",5944,"Has Results","All","Phase 2","Industry","June 29, 2011",2013-06-28,2017-12-22,2015-11-23,878,"Multicentric","1"
"5693",5945,"No Results Available","All","Phase 2","Industry","April 2011",2012-03-01,2012-03-01,NA,NA,"Multicentric","1"
"5694",5946,"No Results Available","All","Phase 2","Other","November 2013",2016-06-01,2016-12-01,NA,NA," France","0"
"5695",5947,"No Results Available","All","Phase 3","Other","February 2009",2010-01-01,2010-01-01,NA,NA," Greece","0"
"5696",5948,"Has Results","All","Phase 2","Industry","October 2010",2013-05-01,2013-05-01,2014-06-24,419,"Multicentric","1"
"5697",5949,"Has Results","All","Phase 2","Industry|Other","February 2010",2011-08-01,2012-08-01,2014-11-24,1211," United States","0"
"5698",5950,"No Results Available","All","Phase 1","Industry|Other","March 2014",2014-05-01,2014-05-01,NA,NA,"Multicentric","1"
"5699",5953,"Has Results","All","Phase 3","Industry","November 22, 2010",2011-10-26,2016-12-16,2013-03-15,506,"Multicentric","1"
"5700",5954,"No Results Available","All","Phase 1|Phase 2","NIH|Other","January 2016",2016-03-01,2016-03-01,NA,NA," China","0"
"5701",5955,"Has Results","All","Phase 2","Industry|Other","December 9, 2014",2016-09-24,2017-10-01,2018-05-28,611,"Multicentric","1"
"5702",5956,"No Results Available","Male","Phase 1","Industry|Other","October 2012",2013-10-01,2013-10-01,NA,NA,"Multicentric","1"
"5703",5957,"No Results Available","All","Phase 2","Industry","August 2008",2011-07-01,2013-05-01,NA,NA,"Multicentric","1"
"5704",5958,"Has Results","Female","Phase 1","NIH|Other","June 3, 2009",2014-06-01,2015-06-01,2018-03-12,1380," United States","0"
"5705",5959,"No Results Available","All","Phase 2","Industry","March 2008",2010-01-01,2010-01-01,NA,NA,"Multicentric","1"
"5706",5960,"Has Results","All","Phase 1|Phase 2","Industry","January 2012",2014-08-01,2016-05-01,2017-02-08,922,"Multicentric","1"
"5707",5961,"No Results Available","All","Phase 2","Industry","November 13, 2013",2017-01-19,2017-01-19,NA,NA,"Multicentric","1"
"5708",5962,"No Results Available","All","Phase 1|Phase 2","Industry|NIH","February 2010",2011-11-01,2013-09-01,NA,NA,"Multicentric","1"
"5709",5963,"No Results Available","All","Phase 1","Industry","November 18, 2009",2013-11-01,2013-11-01,NA,NA," United Kingdom","0"
"5710",5964,"No Results Available","All","Phase 2|Phase 3","Industry|Other","March 2011",2014-07-01,2014-07-01,NA,NA," Belgium","0"
"5711",5965,"Has Results","All","Phase 1|Phase 2","Other","May 2014",2015-09-01,2015-09-01,2016-07-11,314," Finland","0"
"5712",5966,"No Results Available","All","Phase 1|Phase 2","Industry","May 2014",2015-05-01,2015-05-01,NA,NA,"Multicentric","1"
"5713",5967,"No Results Available","All","Phase 2","Industry","June 2011",2013-12-01,2014-02-01,NA,NA,"Multicentric","1"
"5714",5968,"No Results Available","All","Phase 1|Phase 2","Industry","May 2014",2015-03-01,2015-03-01,NA,NA," United States","0"
"5715",5969,"No Results Available","All","Phase 1|Phase 2","Industry","November 2013",2014-03-01,2014-03-01,NA,NA," United States","0"
"5716",5970,"No Results Available","All","Phase 1|Phase 2","Industry","October 2013",2014-11-01,2014-11-01,NA,NA,"Multicentric","1"
"5717",5972,"No Results Available","All","Phase 2","Industry|Other","January 2014",2016-06-01,2016-06-01,NA,NA,"Multicentric","1"
"5718",5973,"No Results Available","All","Phase 1|Phase 2","Industry","April 2013",2014-08-01,2014-08-01,NA,NA," United States","0"
"5719",5974,"No Results Available","All","Phase 1|Phase 2","Industry","February 2013",2013-10-01,2013-12-01,NA,NA,"Multicentric","1"
"5720",5975,"Has Results","All","Phase 2","Industry|Other","March 2012",2016-08-01,2016-08-01,2017-11-28,484," United States","0"
"5721",5976,"Has Results","All","Phase 2","Industry|Other","March 2012",2014-01-01,2015-12-01,2018-05-07,1587," United States","0"
"5722",5977,"Has Results","All","Phase 2","Industry","November 16, 2015",2017-06-15,2017-06-15,2018-08-02,413,"Multicentric","1"
"5723",5978,"No Results Available","All","Phase 2","Other","October 2013",2015-10-01,2015-10-01,NA,NA," France","0"
"5724",5979,"No Results Available","All","Phase 2","Other","September 2011",2013-12-01,2014-11-01,NA,NA," Republic of","0"
"5725",5980,"No Results Available","All","Phase 2","Industry","January 2013",2015-03-01,2015-03-01,NA,NA,"Multicentric","1"
"5726",5981,"No Results Available","All","Phase 2|Phase 3","Other","August 2008",2009-12-01,2010-02-01,NA,NA," Italy","0"
"5727",5982,"Has Results","All","Phase 2","Industry|Other","September 2010",2015-02-01,2015-04-01,2016-06-20,505,"Multicentric","1"
"5728",5983,"Has Results","All","Phase 2","Industry","July 2011",2014-04-01,2014-04-01,2015-12-04,612,"Multicentric","1"
"5729",5984,"Has Results","All","Phase 1|Phase 2","Industry|Other","March 2011",2015-07-01,2015-07-01,2016-11-07,495," United States","0"
"5730",5985,"No Results Available","All","Phase 2","Other","July 2008",2011-05-01,2012-12-01,NA,NA," Republic of","0"
"5731",5986,"No Results Available","All","Phase 2","Industry","November 2009",2011-04-01,2011-10-01,NA,NA," Germany","0"
"5732",5987,"No Results Available","All","Phase 2","Other","April 2011",2013-07-01,NA,NA,NA," France","0"
"5733",5988,"No Results Available","All","Phase 2","Other","April 2013",2017-04-01,2017-07-01,NA,NA," United States","0"
"5734",5989,"No Results Available","All","Phase 2","Other","April 2012",2016-12-01,2016-12-01,NA,NA," Hong Kong","0"
"5735",5990,"No Results Available","All","Phase 3","Other","August 2010",2010-10-01,2012-02-01,NA,NA," Spain","0"
"5736",5991,"No Results Available","All","Phase 4","Other","January 2009",2010-12-01,2010-12-01,NA,NA," Republic of","0"
"5737",5992,"No Results Available","All","Phase 2","Other","May 2010",2013-09-01,2015-05-01,NA,NA,"Multicentric","1"
"5738",5993,"No Results Available","All","Phase 1","Industry","December 2010",2015-01-01,2015-01-01,NA,NA,"Multicentric","1"
"5739",5994,"No Results Available","All","Phase 1","Other","December 2010",2013-03-01,2013-03-01,NA,NA," France","0"
"5740",5995,"Has Results","All","Phase 1","Industry","November 2010",2011-10-01,2011-10-01,2014-06-18,991,"Multicentric","1"
"5741",5996,"No Results Available","All","Phase 2","Other","June 2010",2012-02-01,2016-08-01,NA,NA," France","0"
"5742",5997,"Has Results","All","Phase 2","Industry","June 2010",2013-09-01,2014-12-01,2017-10-25,1515,"Multicentric","1"
"5743",5998,"No Results Available","All","Phase 4","Other","May 2010",2011-01-01,2011-01-01,NA,NA,"Multicentric","1"
"5744",5999,"No Results Available","All","Phase 2","Other","November 2009",2014-06-01,2015-03-01,NA,NA," Spain","0"
"5745",6000,"Has Results","All","Phase 1|Phase 2","Other","May 2015",2016-07-01,2016-07-01,2017-09-15,441," United States","0"
"5746",6001,"No Results Available","All","Phase 2","Industry|Other","October 2009",2013-12-01,2015-02-01,NA,NA,"Multicentric","1"
"5747",6002,"No Results Available","Female","Phase 1","Industry","July 2010",2011-10-01,2011-10-20,NA,NA,"Multicentric","1"
"5748",6003,"No Results Available","All","Phase 4","Other","November 2009",2012-08-01,2012-08-01,NA,NA,"Multicentric","1"
"5749",6004,"Has Results","All","Phase 3","Industry","March 2011",2014-06-01,2014-06-01,2015-11-06,523,"Multicentric","1"
"5750",6005,"No Results Available","All","Phase 2","Industry","December 2011",2015-04-01,2016-05-17,NA,NA,"Multicentric","1"
"5751",6006,"No Results Available","All","Phase 3","Industry","November 2011",2016-11-01,2016-11-01,NA,NA,"Multicentric","1"
"5752",6007,"Has Results","Female","Phase 2","Industry","January 14, 2008",2008-12-22,2009-12-01,2009-12-15,358,"Multicentric","1"
"5753",6008,"No Results Available","All","Phase 1|Phase 2","Other","June 2010",2013-03-14,2015-11-10,NA,NA," United States","0"
"5754",6009,"No Results Available","All","Phase 2","Other","April 2008",2008-09-01,2008-11-01,NA,NA," Republic of","0"
"5755",6010,"Has Results","Female","Phase 3","Industry","April 9, 2008",2009-08-28,2010-01-08,2010-08-31,368,"Multicentric","1"
"5756",6011,"No Results Available","All","Phase 1","Other","October 2010",2012-11-01,2012-11-01,NA,NA," United States","0"
"5757",6012,"No Results Available","All","Phase 2","Industry","June 2010",2012-09-01,2012-09-01,NA,NA," United States","0"
"5758",6013,"Has Results","All","Phase 3","Industry","March 12, 2009",2014-12-17,2017-10-25,2016-07-25,586,"Multicentric","1"
"5759",6014,"No Results Available","All","Phase 2","Industry","September 27, 2013",2015-07-29,2017-02-08,NA,NA,"Multicentric","1"
"5760",6015,"Has Results","All","Phase 2","Industry","October 2009",2015-05-01,2015-05-01,2016-06-28,424,"Multicentric","1"
"5761",6016,"No Results Available","All","Phase 1|Phase 2","Other","January 2011",2013-12-01,2013-12-01,NA,NA," United States","0"
"5762",6017,"No Results Available","All","Phase 1","Industry","June 2014",2015-05-01,2015-06-01,NA,NA,"Multicentric","1"
"5763",6018,"No Results Available","All","Phase 1","NIH","March 4, 2011",2014-04-14,2016-04-04,NA,NA," United States","0"
"5764",6020,"No Results Available","All","Phase 4","Other","February 1, 2017",2017-10-30,2018-10-24,NA,NA," Republic of","0"
"5765",6021,"No Results Available","All","Phase 4","Other","March 2015",2017-07-01,2017-07-01,NA,NA," Brazil","0"
"5766",6022,"No Results Available","All","Phase 4","Other","April 2015",2017-02-01,2017-07-01,NA,NA," United States","0"
"5767",6023,"No Results Available","All","Phase 3","Industry","August 19, 2016",2017-03-07,2017-03-22,NA,NA,"Multicentric","1"
"5768",6024,"Has Results","All","Phase 3","Other","January 5, 2011",2013-10-29,2013-10-29,2017-03-23,1241," United States","0"
"5769",6026,"No Results Available","All","Phase 3","Industry","October 27, 2016",2017-07-11,2017-09-06,NA,NA,"Multicentric","1"
"5770",6027,"No Results Available","All","Phase 2","Industry","July 2016",2017-05-01,2017-05-01,NA,NA," United States","0"
"5771",6028,"No Results Available","All","Phase 3","Other","May 2011",2017-01-01,2017-01-01,NA,NA," Austria","0"
"5772",6030,"Has Results","All","Phase 4","Industry|Other","April 2015",2016-06-01,2016-06-01,2018-04-18,686," Republic of","0"
"5773",6031,"Has Results","All","Phase 2","NIH|Other","October 2011",2012-01-01,2012-01-01,2013-09-23,631," China","0"
"5774",6033,"Has Results","All","Phase 3","Industry","January 2016",2016-10-01,2016-10-01,2017-11-17,412," United States","0"
"5775",6034,"Has Results","All","Phase 3","Industry","January 2016",2016-10-01,2016-10-01,2017-11-13,408," United States","0"
"5776",6035,"Has Results","All","Phase 3","Industry","January 2016",2016-10-01,2016-10-01,2017-11-13,408," United States","0"
"5777",6036,"No Results Available","All","Phase 3","Industry","February 2015",2015-09-01,2015-09-01,NA,NA,"Multicentric","1"
"5778",6037,"No Results Available","All","Phase 2","Industry","November 2015",2016-08-01,2016-08-01,NA,NA,"Multicentric","1"
"5779",6038,"No Results Available","All","Phase 1","Industry","February 2016",2016-06-01,2016-06-01,NA,NA," United States","0"
"5780",6039,"Has Results","All","Phase 2","Industry","March 2016",2016-09-12,2016-09-12,2017-12-13,457,"Multicentric","1"
"5781",6040,"Has Results","All","Phase 2","Industry","February 2016",2016-05-01,2016-07-01,2017-09-18,505,"Multicentric","1"
"5782",6041,"No Results Available","All","Phase 4","Other","October 2015",2017-04-13,2017-04-13,NA,NA," United States","0"
"5783",6042,"No Results Available","All","Phase 3","Industry","February 2015",2015-09-01,2015-10-01,NA,NA,"Multicentric","1"
"5784",6043,"No Results Available","All","Phase 3","Industry","October 2015",2016-08-01,2016-08-01,NA,NA,"Multicentric","1"
"5785",6044,"No Results Available","All","Phase 1","Industry","July 2016",2016-12-27,2017-01-16,NA,NA,"Multicentric","1"
"5786",6045,"No Results Available","All","Phase 3","Industry","November 2015",2016-09-22,2017-08-01,NA,NA," Germany","0"
"5787",6046,"Has Results","All","Phase 3","Industry","November 13, 2015",2016-08-05,2017-08-10,2018-11-14,831," United States","0"
"5788",6047,"No Results Available","All","Phase 3","Industry","November 2015",2016-08-17,2017-08-01,NA,NA," United States","0"
"5789",6048,"No Results Available","All","Phase 3","Industry","November 2015",2016-11-01,2017-11-01,NA,NA," United States","0"
"5790",6049,"No Results Available","All","Phase 2","Industry","January 2014",2015-12-01,2016-10-01,NA,NA," United States","0"
"5791",6050,"Has Results","All","Phase 2","NIH|Other","August 2010",2013-11-01,NA,2017-05-24,1300," United States","0"
"5792",6051,"No Results Available","All","Phase 4","Other","January 2009",2013-12-01,NA,NA,NA," Switzerland","0"
"5793",6052,"No Results Available","All","Phase 4","Other","June 2015",2017-10-01,2017-10-01,NA,NA,"Multicentric","1"
"5794",6054,"No Results Available","All","Phase 1","Industry","May 2015",2015-07-01,2015-07-01,NA,NA," United States","0"
"5795",6055,"No Results Available","All","Phase 1","Industry|Other","March 2015",2016-06-01,2016-06-01,NA,NA," United States","0"
"5796",6056,"No Results Available","All","Phase 4","Industry","April 2015",2016-06-01,2016-06-01,NA,NA," Germany","0"
"5797",6057,"Has Results","All","Phase 2","Industry","March 5, 2015",2016-01-27,2016-01-27,2018-03-19,782,"Multicentric","1"
"5798",6059,"Has Results","All","Phase 3","Industry","April 2015",2016-03-01,2017-03-01,2018-10-03,946," United States","0"
"5799",6060,"No Results Available","All","Phase 1","Industry","December 2014",2016-03-01,2016-03-01,NA,NA," United States","0"
"5800",6061,"No Results Available","All","Phase 2","Industry|Other","June 2010",2012-07-01,2012-07-01,NA,NA," Netherlands","0"
"5801",6062,"No Results Available","All","Phase 2","Industry","March 2015",2015-07-01,2015-08-01,NA,NA," United States","0"
"5802",6063,"No Results Available","All","Phase 3","Industry","October 2014",2015-09-01,2015-09-01,NA,NA,"Multicentric","1"
"5803",6064,"Has Results","All","Phase 2","Industry","December 2014",2015-04-01,2015-04-01,2017-01-13,653,"Multicentric","1"
"5804",6065,"No Results Available","All","Phase 2","Industry|Other","November 2011",2014-04-01,2014-05-01,NA,NA," Brazil","0"
"5805",6066,"No Results Available","All","Phase 2","Industry","October 2014",2015-03-01,2015-03-01,NA,NA,"Multicentric","1"
"5806",6067,"No Results Available","All","Phase 1","Other","January 2012",2014-06-01,2014-06-01,NA,NA," Republic of","0"
"5807",6068,"Has Results","All","Phase 2","Industry","September 2014",2016-07-01,2016-09-01,2017-09-21,447,"Multicentric","1"
"5808",6069,"Has Results","All","Phase 3","Industry","May 2014",2015-03-01,2015-03-01,2015-09-16,199,"Multicentric","1"
"5809",6070,"Has Results","All","Phase 2","Industry","April 2014",2014-09-01,2014-09-01,2016-02-22,539,"Multicentric","1"
"5810",6071,"No Results Available","All","Phase 1","Industry","April 2014",2014-11-01,2014-11-01,NA,NA," United States","0"
"5811",6072,"No Results Available","All","Phase 3","Industry","October 2013",2014-04-01,2014-04-01,NA,NA,"Multicentric","1"
"5812",6074,"No Results Available","All","Phase 1","Industry","November 2013",2014-02-01,2014-02-01,NA,NA," Taiwan","0"
"5813",6075,"No Results Available","All","Phase 1","NIH","October 5, 2011",2014-04-23,2014-04-23,NA,NA," United States","0"
"5814",6076,"No Results Available","All","Phase 2","Industry","January 2014",2014-07-01,2014-07-01,NA,NA," United States","0"
"5815",6077,"Has Results","All","Phase 3","Industry","October 2013",2014-09-01,2015-04-01,2016-12-19,840," Germany","0"
"5816",6078,"No Results Available","All","Phase 3","Industry","March 2013",2013-09-01,2013-09-01,NA,NA,"Multicentric","1"
"5817",6079,"No Results Available","All","Phase 2","Other","July 2013",2014-06-01,2014-07-01,NA,NA," Israel","0"
"5818",6080,"No Results Available","All","Phase 2","Other","January 2009",2011-01-01,2012-01-01,NA,NA," Norway","0"
"5819",6081,"Has Results","All","Phase 4","Other","August 2013",2014-12-01,2014-12-01,2016-07-11,588," Finland","0"
"5820",6082,"No Results Available","All","Phase 1","Industry","July 2013",2014-03-01,2014-05-01,NA,NA,"Multicentric","1"
